pop1 ecotype1 reg1 pop2 ecotype2 reg2 geography geography2 ecology group group2 lg n.sites num.outliers nnd.mean.null nnd.sd.null nnd.mean.emp nnd.emp.percentile nnd.emp.zscore nnd.emp.pvalue disp.all disp.out
res marine al cl marine ns allo allo S allo_S allo_S 11 20 2 12.062319678049 9.45791939408457 1.09130517955691e-07 0.0104 -1.27536713586952 0.202179325212535 2.33478519718286 34.3722147169258
res marine al cl marine ns allo allo S allo_S allo_S 14 27 3 6.85377106966892 2.94848139661952 0.189651364979757 0.0059 -2.26018712966264 0.0238096393026568 1.77142428725978 11.3684189044651
res marine al cl marine ns allo allo S allo_S allo_S 16 39 5 4.4049392489041 2.14079005143405 3.57358943875078 0.3674 -0.388337851998346 0.697766029079909 3.47603755775557 7.574134202885
res marine al cl marine ns allo allo S allo_S allo_S 18 21 2 15.9599038448116 11.5213925934316 15.3383326041616 0.5098 -0.0539493152072897 0.956975545992584 3.6642535484099 0.942766044051789
res marine al cl marine ns allo allo S allo_S allo_S 20 23 3 0.188743878972932 0.0932012654562392 0.0196193902523352 0.0143 -1.81461579832311 0.069582972944081 0.0786248519255617 0.222784087724146
res marine al cl white ns allo allo D allo_D allo_D 1 44 4 4.86149891029665 4.24290209101679 4.16024803032861 0.6244 -0.165276234267284 0.868726563865312 8.41817796145272 5.41657738715206
res marine al cl white ns allo allo D allo_D allo_D 4 61 7 5.12468737173165 2.60812541891248 0.4053366308816 0.0109 -1.80947998383371 0.0703764670422849 5.19658541009011 1.49859999862543
res marine al cl white ns allo allo D allo_D allo_D 5 30 3 6.72100872712182 3.86679995194567 2.29088034206921 0.1301 -1.14568336611867 0.251926188863101 3.21040997698074 16.7846249334425
res marine al cl white ns allo allo D allo_D allo_D 7 40 3 10.7443790219831 6.01994959648323 5.67074551879328 0.2078 -0.842803319508482 0.39933845118853 3.91316364239916 3.8555412374713
res marine al cl white ns allo allo D allo_D allo_D 8 32 3 11.4893747520123 5.78499989939469 4.41819107132658 0.1143 -1.22233082172147 0.22158254816287 2.83842608266357 6.09854754863919
res marine al cl white ns allo allo D allo_D allo_D 10 35 4 7.5011507324688 3.84672051306725 4.06252498596262 0.2154 -0.89391099114823 0.371369516558804 3.78461955133383 12.8106795960093
res marine al cl white ns allo allo D allo_D allo_D 11 28 2 12.8160166861617 9.98342136917141 1.09130517955691e-07 0.0038 -1.28372990612284 0.1992364765717 2.95259352338321 37.8954025495206
res marine al cl white ns allo allo D allo_D allo_D 12 22 2 9.00598408823581 11.8484348740022 NA 0.9972 NA NA 27.3962326465283 NA
res marine al cl white ns allo allo D allo_D allo_D 13 40 2 20.1940683906826 15.3428091593415 24.8221021685744 0.6837 0.301641878604354 0.762925079585225 3.06686106111024 NA
res marine al cl white ns allo allo D allo_D allo_D 14 32 3 8.12388059797927 4.1559170140111 0.189651364979757 0.0071 -1.90914043910173 0.0562439772509607 4.40618649734951 0.568947383334189
res marine al cl white ns allo allo D allo_D allo_D 16 37 5 4.78167753814514 2.16768511442059 4.35917277673421 0.4411 -0.194910579308867 0.845462951942008 2.35841713532485 5.91365874224371
res marine al cl white ns allo allo D allo_D allo_D 18 31 3 9.78629175173322 5.29623486909207 10.6066431123738 0.5946 0.154893312120273 0.876905426170668 3.72516709462925 10.1764706185484
res marine al cl white ns allo allo D allo_D allo_D 20 26 4 0.128922558461502 0.0607259074629917 0.12965066976283 0.4672 0.0119901263191795 0.990433492546907 0.0638871379189245 0.0588575658572665
res marine al cl white ns allo allo D allo_D allo_D 21 24 2 10.9835142411416 7.88857426193919 3.59266833240006 0.2347 -0.936905157171543 0.34880734617659 2.66894762159562 3.70022603102421
res marine al constance lake sl allo allo D allo_D allo_D 1 396 32 0.763944879377986 0.185042476863862 0.327410766622283 0.0072 -2.35910219185439 0.0183192102528168 0.865108771994997 14.5600826063487
res marine al constance lake sl allo allo D allo_D allo_D 2 286 24 1.40583843829184 0.333144611299162 1.63100771157989 0.7455 0.67589048614643 0.499110178561822 0.744802463727871 7.89133239936578
res marine al constance lake sl allo allo D allo_D allo_D 3 295 16 1.50078644894941 0.388315130079803 1.23706993786077 0.2536 -0.679130146266635 0.497055402808284 0.591652429859402 3.82008729907212
res marine al constance lake sl allo allo D allo_D allo_D 4 482 54 0.632015201066779 0.114906193713676 0.541388997524513 0.2211 -0.78869728961773 0.430288952438327 0.946045310076264 7.0887920464588
res marine al constance lake sl allo allo D allo_D allo_D 5 237 12 1.54786107997356 0.547897199269392 1.0448873828286 0.1862 -0.9180074251441 0.358614978557666 1.47695526233851 9.2470658252453
res marine al constance lake sl allo allo D allo_D allo_D 6 274 19 1.37311610378452 0.327585051640341 0.943358408481973 0.0989 -1.31189653847326 0.189555045635347 0.6011942500065 3.69490112270847
res marine al constance lake sl allo allo D allo_D allo_D 7 342 50 0.690677104317261 0.109979062302138 0.77502360190485 0.7735 0.766932321680181 0.443121755303789 0.664028294546468 5.01110550175365
res marine al constance lake sl allo allo D allo_D allo_D 8 301 25 1.14875123057269 0.231786807138424 1.18423028028157 0.5575 0.153067597534567 0.878344968139424 0.581231734472776 4.12367330051447
res marine al constance lake sl allo allo D allo_D allo_D 9 294 25 0.539556058716215 0.360100686311413 0.296222407079429 0.1646 -0.67573781691255 0.499207121251345 20.3137967844869 28.9830107706953
res marine al constance lake sl allo allo D allo_D allo_D 10 285 30 0.86822526797455 0.181729516746876 1.20351174686157 0.9665 1.84497535066926 0.0650411243654978 0.745394424713233 2.69733345969971
res marine al constance lake sl allo allo D allo_D allo_D 11 319 35 0.480742760883176 0.104770588555742 0.685010751258347 0.978 1.94966920765643 0.0512155587063408 0.509808237270897 3.44796383155472
res marine al constance lake sl allo allo D allo_D allo_D 12 246 16 1.49817307444573 1.20481897705687 3.69836494548434 1 1.82615970775398 0.0678262085844878 26.4144542581671 30.6097859654228
res marine al constance lake sl allo allo D allo_D allo_D 13 313 28 1.10105765314506 0.261504912584632 1.46341750264091 0.9083 1.38567128974518 0.165847298761897 1.3326947456868 3.60982423277219
res marine al constance lake sl allo allo D allo_D allo_D 14 256 10 2.32588738669305 0.81767969855215 2.07789295740485 0.3956 -0.303290432338382 0.761668536916801 0.735106818765942 1.78486636664975
res marine al constance lake sl allo allo D allo_D allo_D 15 241 19 1.13195992274791 0.24629270202777 1.00753602655901 0.3072 -0.505187101219375 0.613427429073347 0.517710641529404 6.06329740005817
res marine al constance lake sl allo allo D allo_D allo_D 16 253 16 1.34560729028129 0.460782049643832 1.15318905802116 0.3755 -0.41759055590135 0.676246502886128 3.93695950431456 5.13138582076165
res marine al constance lake sl allo allo D allo_D allo_D 17 267 20 1.71685179296656 0.363281285477106 1.65697754445027 0.4314 -0.164815119605339 0.869089503069064 0.74385243442536 3.6080728874129
res marine al constance lake sl allo allo D allo_D allo_D 18 280 23 1.05663378256305 0.23509277231282 0.901700162262528 0.259 -0.659031831460832 0.509875328270969 0.643423633998926 3.09006801839743
res marine al constance lake sl allo allo D allo_D allo_D 20 241 18 0.0288903219953055 0.00633816969424977 0.0169244399288383 0.0319 -1.88790812548346 0.0590382855255652 0.0104104406788619 0.0820860241200022
res marine al constance lake sl allo allo D allo_D allo_D 21 209 24 0.709020162847822 0.198738381650964 0.853568456358688 0.7505 0.72732952895194 0.46702411306912 0.852024537131306 3.05020995807631
res marine al constance stream sl allo allo D allo_D allo_D 1 401 32 0.766040559261283 0.179301915999289 0.35154945905742 0.0093 -2.31169364752079 0.0207945717153417 0.790373435202753 14.8349673338955
res marine al constance stream sl allo allo D allo_D allo_D 2 284 20 1.71852889127968 0.429215583921778 0.498439674270193 0.0012 -2.84260232552936 0.00447468645330182 0.730075555902712 8.74453158055605
res marine al constance stream sl allo allo D allo_D allo_D 3 295 14 1.73483148027933 0.464265418807003 1.57194641288531 0.3697 -0.350844712519366 0.725704850989326 0.503409202138219 7.83687750228732
res marine al constance stream sl allo allo D allo_D allo_D 4 465 53 0.639451939212916 0.119492244564144 0.191745506983447 0 -3.74674050071207 0.000179147242312483 0.941691094050768 23.1065787797544
res marine al constance stream sl allo allo D allo_D allo_D 5 232 12 1.55427417137059 0.542610997310752 1.49416569991855 0.4885 -0.110776360504933 0.911793691541519 1.48413164996258 9.69771351721518
res marine al constance stream sl allo allo D allo_D allo_D 6 280 17 1.52329087344296 0.396378686797353 1.80017599566855 0.7508 0.698536857424809 0.484841516256262 0.613427232604728 3.33515510412399
res marine al constance stream sl allo allo D allo_D allo_D 7 338 46 0.738469723313372 0.128462166649213 0.848872034929718 0.8018 0.859414989611824 0.390111602695385 0.706739381870243 4.68344730004468
res marine al constance stream sl allo allo D allo_D allo_D 8 286 24 1.21092860678471 0.245483111525643 0.841626860384017 0.0686 -1.50438758945793 0.132481597903731 0.525060254239692 3.17006635825321
res marine al constance stream sl allo allo D allo_D allo_D 9 296 24 0.595300539625935 0.414967249066858 0.301629711248462 0.1458 -0.707696400228825 0.479133813358152 20.300508889792 24.0748202255854
res marine al constance stream sl allo allo D allo_D allo_D 10 290 28 0.915220908259065 0.207295852699868 1.40707956884475 0.9898 2.37273758340849 0.0176568034865861 0.767511772462967 3.22079678273236
res marine al constance stream sl allo allo D allo_D allo_D 11 317 36 0.466133620698975 0.0971711034876857 0.588717164141392 0.8961 1.26152260335247 0.207120621521511 0.452420490550463 3.02811371044181
res marine al constance stream sl allo allo D allo_D allo_D 12 253 18 1.24836310538775 1.04852212639461 3.12455801951438 1 1.78937083624359 0.0735551128694975 26.4308424718167 30.7258228257727
res marine al constance stream sl allo allo D allo_D allo_D 13 323 26 1.18665298124589 0.292802371992996 1.33055682311693 0.6833 0.491470888338592 0.623093437224132 1.33869009304032 4.21265286302558
res marine al constance stream sl allo allo D allo_D allo_D 14 272 9 2.7034145864282 0.93224506336136 1.53373811098687 0.116 -1.25468776549362 0.209592128808016 0.707818978626271 2.99100534406841
res marine al constance stream sl allo allo D allo_D allo_D 15 235 18 1.21578216717196 0.276889532713812 0.89832719917796 0.1335 -1.14650404037526 0.251586656409638 0.52872576458804 6.06329740005817
res marine al constance stream sl allo allo D allo_D allo_D 16 260 13 1.63845002948909 0.555710448980955 1.01735810958948 0.1068 -1.11765384480092 0.263714862457193 3.88783025691067 10.7867980308255
res marine al constance stream sl allo allo D allo_D allo_D 17 285 23 1.46411540469955 0.295703959349762 1.08641503156322 0.1061 -1.27729224176396 0.201499091616668 0.741092196040406 3.2645491533405
res marine al constance stream sl allo allo D allo_D allo_D 18 280 25 0.978097700926456 0.210402139571611 0.976015160744853 0.4954 -0.00989790401296968 0.99210274415101 0.611212682100922 2.75326030294699
res marine al constance stream sl allo allo D allo_D allo_D 20 249 20 0.0261579866531128 0.00532919994501438 0.0155510750163106 0.0255 -1.99033846473057 0.0465536635230152 0.0111814803707323 0.0699665460577726
res marine al constance stream sl allo allo D allo_D allo_D 21 228 22 0.786021017739905 0.225319385528764 0.861907575649176 0.6339 0.336795512428659 0.736271056213743 0.824212078996058 2.42859901096463
res marine al cp marine ns allo allo S allo_S allo_S 1 65 6 4.64353792474765 2.48148697964502 2.47196887188227 0.2476 -0.875107977868994 0.381515156642556 2.65621984354939 5.46094824868405
res marine al cp marine ns allo allo S allo_S allo_S 2 50 3 12.3758821391762 7.13243928266348 19.219136076036 0.7966 0.959454916565984 0.337329621032645 3.34819255946872 8.15899850721184
res marine al cp marine ns allo allo S allo_S allo_S 3 40 2 12.0825417774877 10.0403574738575 NA 0.9989 NA NA 3.56367920509595 NA
res marine al cp marine ns allo allo S allo_S allo_S 4 91 10 3.68928170042256 1.60348618295286 3.78765273065038 0.5207 0.0613482244335069 0.951081885555119 3.53728638638863 32.2679388292663
res marine al cp marine ns allo allo S allo_S allo_S 5 49 5 3.51124755884545 1.92887980811778 4.1661359599358 0.5715 0.339517474512524 0.734219935278223 3.5309625530007 6.70991813500892
res marine al cp marine ns allo allo S allo_S allo_S 6 49 2 17.0639193825085 12.7264952558122 18.6312904133344 0.5993 0.123158104357916 0.901981900812983 2.45802669521426 NA
res marine al cp marine ns allo allo S allo_S allo_S 7 68 5 6.19754733308258 3.27440766502064 14.3808950412452 0.9981 2.49918414117536 0.0124479610737074 4.36639324674694 3.8555412374713
res marine al cp marine ns allo allo S allo_S allo_S 8 49 4 8.34379642904623 3.78144665939705 3.85621453464611 0.1325 -1.18673679641845 0.235331456032523 2.51696596110329 2.86911211381542
res marine al cp marine ns allo allo S allo_S allo_S 9 49 3 6.11634537536408 6.46203695987107 0.0192031598187565 0.062 -0.943532550712457 0.345408573855965 24.6118333486755 NA
res marine al cp marine ns allo allo S allo_S allo_S 10 45 4 6.64850630743306 3.43302371131105 0.794784304527968 0.0234 -1.70512134350205 0.0881717957428363 4.20919351304824 41.2827588782194
res marine al cp marine ns allo allo S allo_S allo_S 11 45 4 5.9213332610259 2.62888171217452 5.17314952527066 0.4019 -0.284601521738442 0.775949445268334 1.55233661748844 14.3686569628393
res marine al cp marine ns allo allo S allo_S allo_S 14 58 4 6.20860448908172 3.23127211935597 1.9872643830103 0.0866 -1.30640192164093 0.191415912708141 3.68248636062905 6.15167653887277
res marine al cp marine ns allo allo S allo_S allo_S 15 49 2 14.3015696850926 10.6004859108293 2.27570419167607 0.1312 -1.13446360804376 0.256600130641632 1.56095945962491 7.06249268736581
res marine al cp marine ns allo allo S allo_S allo_S 16 58 11 1.64977091276206 0.533754031300932 1.83449850102785 0.6401 0.346091228230266 0.729274155424405 2.23878146622445 8.41699629643306
res marine al cp marine ns allo allo S allo_S allo_S 17 58 4 10.6998378078866 4.93317328240665 4.23807841964816 0.11 -1.30985858763226 0.190243678909582 3.26072477797422 18.8137354982106
res marine al cp marine ns allo allo S allo_S allo_S 18 46 2 15.2985513859451 11.7321325594678 18.9903834395109 0.6786 0.314676980919939 0.753006923559544 2.15838962103104 NA
res marine al cp marine ns allo allo S allo_S allo_S 20 41 9 0.0556206362873337 0.0192373779200912 0.0556477358025873 0.4903 0.00140869069403438 0.99887602781602 0.0571070146336553 0.262909507026799
res marine al cp marine ns allo allo S allo_S allo_S 21 40 5 4.29420995788456 1.76611113195939 1.4910456520404 0.064 -1.58719587636267 0.112468288430414 1.60878439841585 9.01578556245021
res marine al denmark marine ne allo allo S allo_S allo_S 1 146 13 2.04461940929183 0.818654033389885 2.49405602713251 0.6854 0.548994568535439 0.583009177254078 2.01948859734644 7.55066621347707
res marine al denmark marine ne allo allo S allo_S allo_S 2 108 8 4.19132083134633 1.66979154741183 4.40632636943509 0.5387 0.128761903497487 0.89754605112699 2.09421340132528 6.24587782165503
res marine al denmark marine ne allo allo S allo_S allo_S 3 102 7 3.32607927176041 1.39190464328066 4.13942996444491 0.6877 0.584343688061468 0.558989104736464 2.17821771811339 7.59365710836913
res marine al denmark marine ne allo allo S allo_S allo_S 4 187 21 1.70342639785598 0.526253768890171 1.5961700412695 0.4298 -0.203811094432017 0.838501122712268 2.1273579225015 12.693325803654
res marine al denmark marine ne allo allo S allo_S allo_S 5 45 4 3.89597955192689 3.03175948766837 5.04355138413155 0.6732 0.378516777756414 0.705046732462772 5.07829488360274 13.2703039549176
res marine al denmark marine ne allo allo S allo_S allo_S 6 122 8 3.54210736250959 1.30950269984548 6.75497691580356 1 2.45350357328249 0.0141472133849764 1.28644641934233 2.62630532989824
res marine al denmark marine ne allo allo S allo_S allo_S 7 125 19 1.96790772156518 0.541175042972577 3.21224834052785 0.9898 2.29933112238091 0.0214861438475075 1.84620832250452 6.1569944560802
res marine al denmark marine ne allo allo S allo_S allo_S 8 102 15 1.8812849931825 0.536048330700064 2.57635432632644 0.8983 1.29665422562962 0.194750185766651 1.48478642302233 2.61749704153036
res marine al denmark marine ne allo allo S allo_S allo_S 9 97 11 1.79533205000822 1.58305605821899 3.86300991210469 0.8489 1.30613053868901 0.19150816931022 21.8920835727279 37.7380516356254
res marine al denmark marine ne allo allo S allo_S allo_S 10 99 9 3.25877673931449 1.22408204034508 4.50548475644191 0.8128 1.01848403623009 0.308447983515447 2.38391195902027 3.21877416678083
res marine al denmark marine ne allo allo S allo_S allo_S 11 87 9 2.43337029464222 0.901137055776927 3.00898613156404 0.7029 0.638766137993899 0.522975079943072 1.29227229587485 5.80674954661411
res marine al denmark marine ne allo allo S allo_S allo_S 12 92 6 2.0102312940261 2.26228371826447 0.538269370480882 0.0601 -0.650653104056483 0.515270442058019 28.770588131976 1.72320364518824
res marine al denmark marine ne allo allo S allo_S allo_S 13 121 14 2.31476657355471 0.820519557512247 2.86924839023565 0.728 0.675769165529807 0.499187214530286 3.00070832309827 6.35505837469377
res marine al denmark marine ne allo allo S allo_S allo_S 14 93 11 2.0555895026687 0.650296782564175 1.67532427722249 0.2968 -0.584756430666615 0.55871150412722 1.19546221095486 1.54854749498222
res marine al denmark marine ne allo allo S allo_S allo_S 15 86 6 3.87570351013504 1.74355709069207 6.82007591082641 0.9776 1.68871579623622 0.0912739070100688 1.49585864309838 14.8915496538925
res marine al denmark marine ne allo allo S allo_S allo_S 16 119 7 3.15312293018901 1.18584279113325 2.33307422590807 0.2674 -0.691532394017641 0.489231030632811 0.965906709153274 2.43457670606459
res marine al denmark marine ne allo allo S allo_S allo_S 17 68 12 2.67684459717175 0.834408779417531 2.83711765411446 0.5949 0.192079782591209 0.847679711190018 3.22691308812129 9.01463740380979
res marine al denmark marine ne allo allo S allo_S allo_S 18 87 8 3.2780499185627 1.29713382083482 5.35833730552257 0.933 1.60375695517755 0.108767636115975 2.4301397766675 7.25672025197188
res marine al denmark marine ne allo allo S allo_S allo_S 20 97 8 0.0720969477444267 0.0232186365712186 0.0759797117042034 0.5656 0.167226182634243 0.867192083721899 0.0173786170121254 0.0989519370696738
res marine al denmark marine ne allo allo S allo_S allo_S 21 78 11 1.64156577935419 0.635972674194872 0.677647143719253 0.0719 -1.5156604595555 0.129605230697943 2.14416802969456 3.53291589274602
res marine al geneva lake sl allo allo D allo_D allo_D 1 379 26 0.968005934753728 0.257569263784895 0.414066372951003 0.0139 -2.15064310726663 0.0315043800995672 0.784740086888452 14.7131486906873
res marine al geneva lake sl allo allo D allo_D allo_D 2 258 20 1.67310469633497 0.423481414547394 1.31840738905565 0.2045 -0.837574672924928 0.402269622191292 0.744578049757368 7.1529227966638
res marine al geneva lake sl allo allo D allo_D allo_D 3 264 15 1.60181081935803 0.416515732279627 1.82034373148086 0.6959 0.524669046537038 0.599813278691522 0.53788741519434 4.06911225646748
res marine al geneva lake sl allo allo D allo_D allo_D 4 452 53 0.650422869364524 0.121806457464305 0.424807654689922 0.0331 -1.8522434636991 0.0639908700920477 0.932601417487805 13.3243055994955
res marine al geneva lake sl allo allo D allo_D allo_D 5 198 10 1.84678290784596 0.715467409836493 1.42242074639736 0.2949 -0.593125774304082 0.553096982478085 1.57335284123525 10.1170959922552
res marine al geneva lake sl allo allo D allo_D allo_D 6 271 16 1.63835769516532 0.419267977444767 2.01962474019289 0.8105 0.909363618350254 0.363158219420025 0.742223397036174 3.46700111401221
res marine al geneva lake sl allo allo D allo_D allo_D 7 308 47 0.716572777262049 0.118530365142932 1.15515268437728 0.9999 3.70014811467391 0.00021547366904603 0.739195488686316 4.91091442151921
res marine al geneva lake sl allo allo D allo_D allo_D 8 287 19 1.60275948271742 0.372052935390154 1.75693179659068 0.655 0.414382737530554 0.678593829145611 0.583549386946054 4.88186078834389
res marine al geneva lake sl allo allo D allo_D allo_D 9 280 21 0.7057269155111 0.488037330259791 0.67752069610786 0.6393 -0.0577952087972967 0.953911754627452 20.2955643782536 28.8532486698921
res marine al geneva lake sl allo allo D allo_D allo_D 10 258 28 0.903008823977539 0.217056841006382 0.811663874785409 0.3484 -0.420834232953036 0.673876132203758 0.840914250875298 2.69980465161177
res marine al geneva lake sl allo allo D allo_D allo_D 11 307 28 0.588000075151569 0.140483299434011 0.650601247637353 0.671 0.445612914403327 0.655876880258169 0.465710461799907 4.28670334245959
res marine al geneva lake sl allo allo D allo_D allo_D 12 233 22 0.976160232529019 0.842354077380469 0.5426466499983 0.6319 -0.514645318603844 0.606800890736475 26.4235890640251 28.8305140422968
res marine al geneva lake sl allo allo D allo_D allo_D 13 289 25 1.25206244171388 0.318703838287768 1.41545927260151 0.6921 0.512691757229784 0.60816695649488 1.52563804166592 3.17159372333676
res marine al geneva lake sl allo allo D allo_D allo_D 14 240 10 2.45835509939924 0.83293347755558 3.24899856262785 0.8044 0.949227620852654 0.342504856433668 0.682870932849051 7.70576612311086
res marine al geneva lake sl allo allo D allo_D allo_D 15 210 15 1.47356213895382 0.36850724127638 0.612150498513105 0.009 -2.33757045711526 0.0194095419834354 0.576190179763654 6.82349068813385
res marine al geneva lake sl allo allo D allo_D allo_D 16 234 15 1.42708699752464 0.472590403103226 1.56768268694133 0.6852 0.297500094148083 0.766084736125331 3.83169507557121 2.43721862378992
res marine al geneva lake sl allo allo D allo_D allo_D 17 261 19 1.82788621666177 0.394529946243671 1.53943471034425 0.2358 -0.731127026132931 0.464701567902849 0.762743289999549 3.71905818503904
res marine al geneva lake sl allo allo D allo_D allo_D 18 256 27 0.907178643019954 0.196818097897519 0.80366495960855 0.3009 -0.525935798166807 0.598932815245184 0.702586228097699 2.62820674895263
res marine al geneva lake sl allo allo D allo_D allo_D 20 231 22 0.0238259540213572 0.0046292389461837 0.0141767639535163 0.0198 -2.08440095229814 0.037123711291324 0.00814034926940383 0.0692080889935193
res marine al geneva lake sl allo allo D allo_D allo_D 21 226 19 0.963091996593578 0.285413768182368 0.701142522174051 0.1917 -0.91778850084118 0.358729603603806 0.967081588633963 5.96277972585956
res marine al geneva stream sl allo allo D allo_D allo_D 1 375 29 0.849856630743914 0.216709897731568 0.665395065207801 0.1993 -0.851191235227292 0.394663130811978 0.764683389355834 9.42540287516553
res marine al geneva stream sl allo allo D allo_D allo_D 2 250 19 1.77882073519122 0.463039749747006 1.28079291687884 0.1459 -1.07556169547968 0.282123326129385 0.76893197097414 6.85795643302927
res marine al geneva stream sl allo allo D allo_D allo_D 3 271 17 1.40484324954389 0.346021636562182 1.56084569905684 0.6684 0.450845938603363 0.652100589382498 0.510005182382469 2.93844844463744
res marine al geneva stream sl allo allo D allo_D allo_D 4 448 53 0.649550282005725 0.119683270498809 0.21104858799906 0 -3.66385119807557 0.000248451157504926 0.916206221920059 21.2369628865982
res marine al geneva stream sl allo allo D allo_D allo_D 5 196 12 1.52201873237619 0.543454636780692 1.00678216919518 0.1784 -0.948076487548557 0.343090517068148 1.54121305630555 8.86865969705898
res marine al geneva stream sl allo allo D allo_D allo_D 6 257 20 1.24194720574235 0.294222541699953 1.29699557893677 0.5711 0.187097741989307 0.851583998530751 0.721195968782987 3.40214470417823
res marine al geneva stream sl allo allo D allo_D allo_D 7 315 43 0.801808937033052 0.136757415233047 1.16035959518701 0.9962 2.62180048915781 0.00874666178087407 0.677114735502708 4.68608331888004
res marine al geneva stream sl allo allo D allo_D allo_D 8 291 21 1.42659326889499 0.315741057450698 1.29139242082206 0.3377 -0.428201669952428 0.668504300594329 0.539919449775462 4.67231626301996
res marine al geneva stream sl allo allo D allo_D allo_D 9 293 27 0.468015192027727 0.270013378140342 0.75949380616787 0.9486 1.0794969351061 0.280366259352265 20.3064409538176 21.2220029619562
res marine al geneva stream sl allo allo D allo_D allo_D 10 258 26 0.987150752757109 0.248381825887541 0.87659170454867 0.3416 -0.445117302014261 0.656234985797983 0.785883112176552 4.14367919597256
res marine al geneva stream sl allo allo D allo_D allo_D 11 315 32 0.502396557575767 0.115109986218859 0.375730424786947 0.1399 -1.10039221573695 0.271161268651708 0.507582227262278 5.02911378300305
res marine al geneva stream sl allo allo D allo_D allo_D 12 239 18 1.25909723885947 1.05767713444722 3.17554596968816 1 1.81194115710018 0.0699952891060714 26.4281194151414 31.0517605831365
res marine al geneva stream sl allo allo D allo_D allo_D 13 291 27 1.1443402431119 0.28236076319423 1.18911963815655 0.5682 0.15858929738707 0.8739924615244 1.50754193111864 3.0997638967184
res marine al geneva stream sl allo allo D allo_D allo_D 14 240 11 2.19638924999491 0.723757219816386 3.55302173114402 0.978 1.87443032553552 0.0608711369667666 0.694906931519048 6.67482049202911
res marine al geneva stream sl allo allo D allo_D allo_D 15 216 19 1.13620297336682 0.255335046664822 1.05094315712191 0.3705 -0.333913488800575 0.738444840839704 0.557357376876428 2.81430985973749
res marine al geneva stream sl allo allo D allo_D allo_D 16 237 14 1.58666135340417 0.556482128183428 1.49908743155892 0.4978 -0.15737059181239 0.874952788979795 3.84830421814743 4.39859282956497
res marine al geneva stream sl allo allo D allo_D allo_D 17 253 22 1.54700696490115 0.311465235456693 1.46946562872381 0.3978 -0.248956632555283 0.803394327580081 0.774217233892089 3.88364456267569
res marine al geneva stream sl allo allo D allo_D allo_D 18 254 31 0.762232019888506 0.158447537534345 0.858144637212299 0.729 0.605327282558766 0.544961557118494 0.709567342515473 2.0767292140624
res marine al geneva stream sl allo allo D allo_D allo_D 20 218 20 0.0266228713318839 0.00538416869503806 0.0169571455664997 0.0341 -1.79521228119988 0.0726198844987551 0.00815557016887631 0.0664423014969652
res marine al geneva stream sl allo allo D allo_D allo_D 21 185 23 0.765078810379048 0.19537310232145 0.803896863490857 0.5765 0.198686782625485 0.842507763831902 1.0159320648097 2.03822815376709
res marine al japan japansea jp allo allo D allo_D allo_D 1 1164 460 0.0341218430346742 0.00407227764729253 0.0343715799315513 0.5282 0.0613260977043548 0.951099506951467 0.57853692425432 0.970786352333562
res marine al japan japansea jp allo allo D allo_D allo_D 2 966 454 0.0488465723725977 0.00421839040214258 0.065405050333292 0.9999 3.92530713901776 8.66191458030452e-05 0.477158644628731 0.91198366832779
res marine al japan japansea jp allo allo D allo_D allo_D 3 842 330 0.0501584746587582 0.00477209941451034 0.0601294309291817 0.9823 2.08942760917871 0.0366692480749801 0.311562325368363 0.746792745071838
res marine al japan japansea jp allo allo D allo_D allo_D 4 1343 551 0.0424471330670302 0.00370273118301951 0.0397411687997484 0.2335 -0.730802246647324 0.464899951088536 0.716039148792863 1.07031451834617
res marine al japan japansea jp allo allo D allo_D allo_D 5 597 209 0.0581392592553807 0.00640426496782069 0.0568453767787606 0.4198 -0.202034500933577 0.839889752443633 1.36222420386295 1.60872487483105
res marine al japan japansea jp allo allo D allo_D allo_D 6 828 353 0.0459250109603384 0.00418175532879054 0.0499769734698182 0.8314 0.968962120185014 0.332564089233878 0.399159456918249 0.520257234827212
res marine al japan japansea jp allo allo D allo_D allo_D 7 1051 455 0.0545138090806352 0.00441185856734076 0.0615284605587913 0.9439 1.58995384169445 0.111845209891152 0.417692719419564 0.916195540631785
res marine al japan japansea jp allo allo D allo_D allo_D 8 913 362 0.0528667633273256 0.00450369426618135 0.046531317837163 0.0812 -1.40672192998001 0.159509860270042 0.359953970645515 0.666123884671887
res marine al japan japansea jp allo allo D allo_D allo_D 9 868 361 0.0184340684233525 0.00288210441884429 0.0149597505431235 0.1148 -1.20547952999642 0.228018235685657 20.2743484081763 21.1233033540351
res marine al japan japansea jp allo allo D allo_D allo_D 10 741 287 0.0639934698765186 0.00671069987805338 0.0606880889610117 0.3119 -0.492553828299904 0.622327878949811 0.480038582484924 0.913375616534675
res marine al japan japansea jp allo allo D allo_D allo_D 11 815 327 0.0405806844044354 0.00448346406064446 0.0460990316223194 0.8918 1.23082222657336 0.218389360656514 0.319366021281274 0.701433883261947
res marine al japan japansea jp allo allo D allo_D allo_D 12 734 320 0.0195375021571588 0.00200016540571749 0.0191884120964136 0.4332 -0.17453059619336 0.861448487464749 26.3502659819518 26.3605945468755
res marine al japan japansea jp allo allo D allo_D allo_D 13 952 407 0.0461590287516125 0.00388656110231186 0.0580836432036838 0.9986 3.068165953953 0.00215376973789507 1.17600056375804 1.60678294433583
